target,plat,recettes,plat_recette
Légumes,velouté de potiron minceur,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de potiron minceur sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,soupe froide de carottes à l'orange,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe froide de carottes à l'orange sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,soupe des prairies (yayla corbasi),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe des prairies (yayla corbasi) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,soupe aux pois cassés,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe aux pois cassés sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,soupe de boeuf aux carottes a la vietnamienne (bo kho),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe de boeuf aux carottes a la vietnamienne (bo kho) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,soupe glacée de concombre à la feta,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe glacée de concombre à la feta sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,soupe glaçée de concombres à la menthe,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe glaçée de concombres à la menthe sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,soupe à la tomate et au basilic,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe à la tomate et au basilic sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,soupe carottes curry kiri,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe carottes curry kiri sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,potage de pois chiches  ( italie du sud ),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","potage de pois chiches  ( italie du sud ) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,soupe à l'oignon au companion,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe à l'oignon au companion sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,soupe de printemps,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe de printemps sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de champignons au monsieur cuisine,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de champignons au monsieur cuisine sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de carottes au lait de coco,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de carottes au lait de coco sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,soupe de légumes au lait de coco et citronnelle,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe de légumes au lait de coco et citronnelle sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,bar au court-bouillon,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","bar au court-bouillon sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,"soupe pommes de terre, carottes et petits pois","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","soupe pommes de terre, carottes et petits pois sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette  antillaise,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette  antillaise sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette à la feta et aux poivrons grillés,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette à la feta et aux poivrons grillés sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette à la tapenade,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette à la tapenade sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette à la tomate,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette à la tomate sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette arc en ciel,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette arc en ciel sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette au chaource,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette au chaource sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette au chèvre et au caviar d'aubergine,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette au chèvre et au caviar d'aubergine sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette au cumin,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette au cumin sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette au gigot et au chèvre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette au gigot et au chèvre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette au gouda gratinée au four,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette au gouda gratinée au four sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette au haddock,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette au haddock sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette au porc et à la citronelle (laos),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette au porc et à la citronelle (laos) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette au pruneaux et jambon,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette au pruneaux et jambon sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette au sarrasin,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette au sarrasin sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette au saumon et au chèvre d'alex,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette au saumon et au chèvre d'alex sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette aux aubergines et à la feta,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette aux aubergines et à la feta sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette aux clémentines,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette aux clémentines sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette aux girolles et foie de volaille,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette aux girolles et foie de volaille sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,"omelette aux girolles, blé, asperges et aubergines","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette aux girolles, blé, asperges et aubergines sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette aux graines germées,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette aux graines germées sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette aux noix,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette aux noix sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette bolognaise,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette bolognaise sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette brouillée au saumon et à la crème fraîche,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette brouillée au saumon et à la crème fraîche sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette cachannaise ,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette cachannaise  sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette d'automne,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette d'automne sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette djiboutienne,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette djiboutienne sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,"omelette et sa menthe, au formage","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette et sa menthe, au formage sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette farcie aux 3 poivrons,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette farcie aux 3 poivrons sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,"omelette froide aux champignons, artichauts et petits pois","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette froide aux champignons, artichauts et petits pois sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
œufs,omelette froide aux légumes confits ,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","omelette froide aux légumes confits  sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,poisson pané à la sauce tomate ,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poisson pané à la sauce tomate  sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,quiche au thon facile,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","quiche au thon facile sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filet de poisson épicé au piment et à l'estragon,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filet de poisson épicé au piment et à l'estragon sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de sole sauce crèmeuse aux légumes d'automne,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de sole sauce crèmeuse aux légumes d'automne sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,papillotes de poisson à l'avocat,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","papillotes de poisson à l'avocat sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,pavé de saumon aux épices,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","pavé de saumon aux épices sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,saumon en croûte de gros sel,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","saumon en croûte de gros sel sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,papillote aux 3 poissons,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","papillote aux 3 poissons sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,dos de cabillaud pané au caramel de vinaigre balsamique,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","dos de cabillaud pané au caramel de vinaigre balsamique sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,maquereau au four au vin blanc,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","maquereau au four au vin blanc sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,pavé de saumon safrané,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","pavé de saumon safrané sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,pavé saumon doré contre-écaille à la fricassée de noisettes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","pavé saumon doré contre-écaille à la fricassée de noisettes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,pavés de saumon en croûte de moutarde,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","pavés de saumon en croûte de moutarde sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de merlan à a crème et au comté,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de merlan à a crème et au comté sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filets de poisson aux concombres et safran,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filets de poisson aux concombres et safran sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,papillotes de bar à la feta et aux pommes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","papillotes de bar à la feta et aux pommes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,papillotes de saumon à la coriandre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","papillotes de saumon à la coriandre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,dorade facile au four,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","dorade facile au four sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,bouillabaisse ultra-facile,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","bouillabaisse ultra-facile sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filet de poisson aux noix en papillote,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filet de poisson aux noix en papillote sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filet de rouget au citron vert,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filet de rouget au citron vert sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filet de sole surprise,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filet de sole surprise sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,pavé de saumon au basilic,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","pavé de saumon au basilic sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,cabillaud (morue) en papillote à l'italienne,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cabillaud (morue) en papillote à l'italienne sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filet de cabillaud à la florentine au cookeo,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filet de cabillaud à la florentine au cookeo sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,papillote de poisson à l'asiatique (très diététique),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","papillote de poisson à l'asiatique (très diététique) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,bar en papillote au saumon fumé,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","bar en papillote au saumon fumé sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,filet de loup de mer à la russe,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","filet de loup de mer à la russe sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,brandade de morue au companion,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","brandade de morue au companion sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Poissons,dorade au four à la menthe,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","dorade au four à la menthe sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,"poêlée délicieuse de fenouil, chorizo et pomme de terre","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poêlée délicieuse de fenouil, chorizo et pomme de terre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,poêlée estivale de courgettes et crevettes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poêlée estivale de courgettes et crevettes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,poêlée mijotée aux trois légumes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poêlée mijotée aux trois légumes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,"poivrons jaunes, galette de pommes de terre et mâche","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poivrons jaunes, galette de pommes de terre et mâche sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,pommes de terre au curry et jambon,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","pommes de terre au curry et jambon sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,"porc au curry, coco, ananas, pois chiches","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","porc au curry, coco, ananas, pois chiches sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,quinoa de tomates séchées - courgettes et fricassée de canards,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","quinoa de tomates séchées - courgettes et fricassée de canards sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,ragoût de colin aux légumes en brunoise et sauce au vin blanc et...,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","ragoût de colin aux légumes en brunoise et sauce au vin blanc et... sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
